Player,Team,PassingAtt,Completions,PassingYds,PassingTD,Interceptions,RushingAtt,RushingYds,RushingTD,FumblesLost,Pos,Receptions,ReceivingYds,ReceivingTD
Kyle Philips,TEN,0.0,0.0,0.0,0.0,0.0,0.7,3.8,0.0,0.2,WR,16.3,224.2,0.8
C.J. Uzomah,NYJ,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,TE,18.0,190.1,1.4
Evan Hull,IND,0.0,0.0,0.0,0.0,0.0,45.3,173.9,0.6,0.2,RB,5.2,60.7,0.1
Sean Tucker,TB,0.0,0.0,0.0,0.0,0.0,44.3,171.1,0.6,0.3,RB,6.3,61.0,0.2
DeWayne McBride,MIN,0.0,0.0,0.0,0.0,0.0,56.8,173.5,0.7,0.2,RB,3.6,53.4,0.1
Adam Trautman,DEN,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.2,TE,18.4,209.8,1.1
Rico Dowdle,DAL,0.0,0.0,0.0,0.0,0.0,45.4,158.5,0.8,0.1,RB,6.4,51.4,0.2
Kylen Granson,IND,0.0,0.0,0.0,0.0,0.0,0.0,3.5,0.0,0.0,TE,18.9,215.9,0.8
Malik Davis,DAL,0.0,0.0,0.0,0.0,0.0,49.8,168.7,0.9,0.2,RB,3.7,44.5,0.1
Durham Smythe,MIA,0.0,0.0,0.0,0.0,0.0,0.0,3.6,0.0,0.0,TE,20.3,197.7,1.1
Kene Nwangwu,MIN,0.0,0.0,0.0,0.0,0.0,44.7,153.1,0.9,0.2,RB,7.3,50.8,0.2
Jordan Akins,CLE,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.1,TE,16.3,199.3,1.1
Randall Cobb,NYJ,0.0,0.0,0.0,0.0,0.0,0.1,0.5,0.0,0.1,WR,17.4,198.7,1.1
Tommy Tremble,CAR,0.0,0.0,0.0,0.0,0.0,0.0,3.1,0.0,0.4,TE,17.2,165.1,1.7
Jamal Agnew,JAC,0.0,0.0,0.0,0.0,0.0,5.7,50.6,0.3,0.2,WR,15.9,147.5,0.8
Jimmy Graham,NO,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.1,TE,20.0,186.7,1.2
Brenton Strange,JAC,0.0,0.0,0.0,0.0,0.0,0.0,1.4,0.0,0.3,TE,20.4,186.0,1.3
Zonovan Knight,NYJ,0.0,0.0,0.0,0.0,0.0,36.8,162.3,0.5,0.2,RB,6.0,55.6,0.2
Craig Reynolds,DET,0.0,0.0,0.0,0.0,0.0,25.6,120.9,0.7,0.1,RB,8.9,74.1,0.3
DeeJay Dallas,SEA,0.0,0.0,0.0,0.0,0.0,20.3,123.7,0.6,0.1,RB,9.7,82.7,0.3
Josiah Deguara,GB,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,TE,20.4,188.2,1.1
Xavier Hutchinson,HOU,0.0,0.0,0.0,0.0,0.0,1.0,6.2,0.0,0.2,WR,0.0,250.4,0.0
Charlie Jones,CIN,0.0,0.0,0.0,0.0,0.0,0.7,5.5,0.0,0.5,WR,15.2,193.6,1.0
Deon Jackson,IND,0.0,0.0,0.0,0.0,0.0,39.5,106.3,0.4,0.8,RB,17.9,109.1,0.5
Chris Evans,CIN,0.0,0.0,0.0,0.0,0.0,36.4,128.1,0.5,0.2,RB,9.9,75.4,0.3
Boston Scott,PHI,0.0,0.0,0.0,0.0,0.0,31.2,143.8,1.1,0.2,RB,3.6,36.0,0.1
Cedrick Wilson Jr.,MIA,0.0,0.0,0.0,0.0,0.0,0.2,0.6,0.0,0.0,WR,16.5,186.6,0.9
Harrison Bryant,CLE,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.0,0.2,TE,17.5,181.2,1.1
Mo Alie-Cox,IND,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.4,TE,12.8,168.0,1.3
Noah Brown,HOU,0.0,0.0,0.0,0.0,0.0,0.1,0.4,0.0,0.1,WR,15.5,196.4,0.7
David Moore,TB,0.0,0.0,0.0,0.0,0.0,0.1,6.5,0.1,0.1,WR,16.7,171.8,0.9
Sincere McCormick,LV,0.0,0.0,0.0,0.0,0.0,30.0,136.0,1.0,0.0,RB,4.0,39.0,0.0
Cade Johnson,SEA,0.0,0.0,0.0,0.0,0.0,0.0,1.7,0.0,0.0,WR,14.6,168.0,1.1
Samori Toure,GB,0.0,0.0,0.0,0.0,0.0,0.3,2.5,0.0,0.1,WR,15.0,177.5,0.9
Anthony McFarland Jr.,PIT,0.0,0.0,0.0,0.0,0.0,22.2,131.3,0.6,0.1,RB,8.2,51.7,0.2
A.T. Perry,NO,0.0,0.0,0.0,0.0,0.0,0.9,5.6,0.0,0.2,WR,0.0,226.0,0.0
Tucker Kraft,GB,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.3,TE,14.3,171.0,1.0
Dontayvion Wicks,GB,0.0,0.0,0.0,0.0,0.0,0.2,3.9,0.0,0.1,WR,17.6,173.2,0.8
Josh Oliver,MIN,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,TE,15.6,156.1,1.2
Kenny McIntosh,SEA,0.0,0.0,0.0,0.0,0.0,49.0,164.8,0.0,0.3,RB,0.0,61.1,0.0
Travis Homer,CHI,0.0,0.0,0.0,0.0,0.0,19.9,100.9,0.3,0.1,RB,9.9,84.3,0.3
Demario Douglas,NE,0.0,0.0,0.0,0.0,0.0,0.2,1.4,0.0,0.1,WR,21.7,181.5,0.6
Tyler Scott,CHI,0.0,0.0,0.0,0.0,0.0,0.9,5.3,0.0,0.1,WR,0.0,213.7,0.0
Trenton Irwin,CIN,0.0,0.0,0.0,0.0,0.0,0.1,0.5,0.0,0.1,WR,15.9,159.7,0.9
Elijah Higgins,MIA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,TE,11.0,173.4,0.7
Colby Parkinson,SEA,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,TE,14.0,163.5,0.8
Justin Watson,KC,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,WR,11.5,159.4,0.9
D'Ernest Johnson,JAC,0.0,0.0,0.0,0.0,0.0,33.6,139.2,0.4,0.0,RB,4.7,41.3,0.1
Devin Duvernay,BAL,0.0,0.0,0.0,0.0,0.0,4.6,39.3,0.2,0.1,WR,6.4,133.2,0.4
Darnell Washington,PIT,0.0,0.0,0.0,0.0,0.0,0.0,1.7,0.0,0.3,TE,13.3,169.4,0.7
Zach Pascal,ARI,0.0,0.0,0.0,0.0,0.0,0.1,1.1,0.0,0.1,WR,15.4,160.0,0.8
KhaDarel Hodge,ATL,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.1,WR,13.2,151.4,0.9
Ty Montgomery,NE,0.0,0.0,0.0,0.0,0.0,22.4,64.2,0.2,0.0,RB,14.5,101.8,0.5
Teagan Quitoriano,HOU,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.1,TE,12.4,148.0,1.0
Daniel Bellinger,NYG,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3,TE,13.5,162.7,0.8
Brevin Jordan,HOU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TE,13.0,162.9,0.7
Ian Thomas,CAR,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,TE,16.7,160.3,0.7
Calvin Austin III,PIT,0.0,0.0,0.0,0.0,0.0,0.3,3.2,0.0,0.1,WR,12.0,162.6,0.6
Deneric Prince,KC,0.0,0.0,0.0,0.0,0.0,31.4,117.5,0.5,0.2,RB,5.4,46.9,0.2
Patrick Taylor Jr.,GB,0.0,0.0,0.0,0.0,0.0,23.3,109.2,0.7,0.1,RB,6.1,36.8,0.2
David Bell,CLE,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,WR,10.1,174.4,0.4
James Robinson,NYG,0.0,0.0,0.0,0.0,0.0,45.5,145.1,0.2,0.4,RB,4.0,46.0,0.1
Kyle Juszczyk,SF,0.0,0.0,0.0,0.0,0.0,8.9,30.4,0.4,0.0,RB,13.0,107.9,0.6
Dyami Brown,WAS,0.0,0.0,0.0,0.0,0.0,0.3,5.8,0.0,0.1,WR,11.1,158.5,0.6
Lawrence Cager,NYG,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,WR,11.5,134.0,1.0
Justyn Ross,KC,0.0,0.0,0.0,0.0,0.0,0.5,2.5,0.0,0.1,WR,7.2,158.1,0.6
Tony Jones Jr.,DEN,0.0,0.0,0.0,0.0,0.0,29.0,111.0,0.7,0.2,RB,6.1,38.1,0.2
Albert Okwuegbunam,DEN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,TE,8.8,150.1,0.8
Tre Nixon,NE,0.0,0.0,0.0,0.0,0.0,0.0,6.6,0.0,0.0,WR,9.7,136.2,0.9
Kevin Harris,NE,0.0,0.0,0.0,0.0,0.0,32.8,128.9,0.5,0.1,RB,3.1,32.7,0.1
Bryan Edwards,NO,0.0,0.0,0.0,0.0,0.0,0.0,2.3,0.0,0.0,WR,9.3,141.0,0.8
Charlie Kolar,BAL,0.0,0.0,0.0,0.0,0.0,0.0,1.6,0.0,0.0,TE,11.8,138.3,0.8
Deonte Harty,BUF,0.0,0.0,0.0,0.0,0.0,2.5,13.4,0.0,0.3,WR,9.7,149.5,0.5
Britain Covey,PHI,0.0,0.0,0.0,0.0,0.0,0.0,6.7,0.1,0.0,WR,8.4,130.4,0.8
Jalen Guyton,LAC,0.0,0.0,0.0,0.0,0.0,0.9,3.0,0.0,0.0,WR,10.3,147.0,0.6
Darrel Williams,NO,0.0,0.0,0.0,0.0,0.0,36.7,117.1,0.0,0.2,RB,0.0,72.6,0.0
Tyler Badie,DEN,0.0,0.0,0.0,0.0,0.0,18.6,92.2,0.4,0.2,RB,9.5,58.0,0.2
Peyton Hendershot,DAL,0.0,0.0,0.0,0.0,0.0,0.0,4.3,0.0,0.1,TE,9.2,121.0,1.0
Eric Saubert,MIA,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,TE,13.7,130.3,0.9
Brycen Hopkins,LAR,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,TE,11.8,135.2,0.8
Gary Brightwell,NYG,0.0,0.0,0.0,0.0,0.0,18.8,98.0,0.7,0.1,RB,6.0,33.9,0.2
Dare Ogunbowale,HOU,0.0,0.0,0.0,0.0,0.0,18.6,78.2,0.5,0.1,RB,9.4,61.8,0.2
Blake Bell,KC,0.0,0.0,0.0,0.0,0.0,4.2,14.1,0.1,0.0,TE,9.7,91.6,1.1
Parker Washington,JAC,0.0,0.0,0.0,0.0,0.0,0.3,1.5,0.0,0.1,WR,14.0,138.0,0.6
Dan Arnold,PHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,TE,8.3,127.3,0.7
John Kelly Jr.,CLE,0.0,0.0,0.0,0.0,0.0,19.0,81.5,0.5,0.2,RB,5.8,43.2,0.3
Cameron Latu,SF,0.0,0.0,0.0,0.0,0.0,0.0,1.6,0.0,0.0,TE,11.5,120.4,0.8
Geoff Swaim,ARI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TE,20.9,124.8,0.7
Hunter Long,LAR,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.1,TE,10.3,125.6,0.7
Tyrion Davis-Price,SF,0.0,0.0,0.0,0.0,0.0,35.4,107.5,0.4,0.2,RB,2.5,33.6,0.1
Miller Forristall,CLE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TE,10.0,105.0,1.0
Payne Durham,TB,0.0,0.0,0.0,0.0,0.0,0.0,2.8,0.0,0.4,TE,13.9,125.5,0.7
Damien Williams,LV,0.0,0.0,0.0,0.0,0.0,22.9,70.7,0.5,0.1,RB,7.0,34.1,0.5
Steven Sims Jr.,HOU,0.0,0.0,0.0,0.0,0.0,0.0,24.7,0.2,0.1,WR,7.7,96.6,0.5
John Bates,WAS,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,TE,12.5,125.1,0.6
Ko Kieft,TB,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.1,TE,10.6,114.3,0.8
Jody Fortson,KC,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.4,TE,9.5,118.5,0.8
Connor Heyward,PIT,0.0,0.0,0.0,0.0,0.0,0.0,11.4,0.0,0.1,TE,9.0,104.3,0.7
Salvon Ahmed,MIA,0.0,0.0,0.0,0.0,0.0,31.7,97.1,0.1,0.0,RB,4.3,52.1,0.1
Brandon Powell,MIN,0.0,0.0,0.0,0.0,0.0,1.7,25.0,0.0,0.1,WR,12.0,102.7,0.5
Lew Nichols III,GB,0.0,0.0,0.0,0.0,0.0,25.5,101.8,0.5,0.1,RB,4.0,27.1,0.0
Myles Gaskin,MIA,0.0,0.0,0.0,0.0,0.0,32.4,98.1,0.1,0.4,RB,4.4,56.2,0.1
Equanimeous St. Brown,CHI,0.0,0.0,0.0,0.0,0.0,1.1,11.2,0.0,0.1,WR,8.2,110.8,0.5
Cole Beasley,NYG,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,WR,10.1,113.1,0.7
Jalen Tolbert,DAL,0.0,0.0,0.0,0.0,0.0,0.4,2.6,0.0,0.1,WR,7.2,120.5,0.5
Demetric Felton Jr.,CLE,0.0,0.0,0.0,0.0,0.0,13.6,60.1,0.2,0.1,RB,10.1,73.0,0.2
Brittain Brown,LV,0.0,0.0,0.0,0.0,0.0,17.3,77.7,0.6,0.0,RB,4.1,33.6,0.1
Mohamed Ibrahim,DET,0.0,0.0,0.0,0.0,0.0,23.3,82.8,0.4,0.1,RB,6.0,40.2,0.1
James Mitchell,DET,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,TE,8.7,111.7,0.7
Nelson Agholor,BAL,0.0,0.0,0.0,0.0,0.0,0.2,0.9,0.0,0.2,WR,4.9,132.4,0.3
Brandon Bolden,LV,0.0,0.0,0.0,0.0,0.0,19.8,66.6,0.5,0.1,RB,5.1,45.0,0.2
Andrew Ogletree,IND,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TE,10.0,88.0,1.0
Jalen Nailor,MIN,0.0,0.0,0.0,0.0,0.0,0.3,1.7,0.0,0.1,WR,10.0,105.8,0.7
Deven Thompkins,TB,0.0,0.0,0.0,0.0,0.0,0.1,10.1,0.1,0.0,WR,9.8,102.4,0.5
Josh Whyle,TEN,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.0,0.0,TE,9.2,104.3,0.7
Jamison Crowder,NYG,0.0,0.0,0.0,0.0,0.0,0.1,1.0,0.0,0.1,WR,3.4,141.0,0.1
Hunter Luepke,DAL,0.0,0.0,0.0,0.0,0.0,18.0,51.1,0.6,0.0,RB,6.9,47.5,0.1
Tre' McKitty,LAC,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,TE,8.9,110.2,0.5
J.J. Taylor,NE,0.0,0.0,0.0,0.0,0.0,4.4,71.6,0.5,0.1,RB,4.4,29.8,0.2
Justice Hill,BAL,0.0,0.0,0.0,0.0,0.0,18.5,79.0,0.3,0.2,RB,6.4,39.7,0.2
Davis Allen,LAR,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.3,TE,16.2,94.3,0.8
Tre'Quan Smith,NO,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,WR,8.3,102.5,0.6
Velus Jones Jr.,CHI,0.0,0.0,0.0,0.0,0.0,1.8,33.8,0.2,0.1,WR,4.6,77.2,0.3
Zack Kuntz,NYJ,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,TE,7.1,104.4,0.5
Kendall Hinton,DEN,0.0,0.0,0.0,0.0,0.0,0.8,7.3,0.0,0.0,WR,8.5,97.2,0.5
DeAndre Carter,LV,0.0,0.0,0.0,0.0,0.0,0.5,7.2,0.0,0.2,WR,9.0,105.2,0.4
Snoop Conner,JAC,0.0,0.0,0.0,0.0,0.0,22.7,73.0,0.6,0.0,RB,2.7,21.1,0.1
Jeremy Ruckert,NYJ,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,TE,6.2,100.2,0.5
Jack Stoll,PHI,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,TE,10.0,105.8,0.4
Penny Hart,ATL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,WR,8.9,103.0,0.5
Dee Eskridge,SEA,0.0,0.0,0.0,0.0,0.0,2.8,17.6,0.1,0.0,WR,8.7,82.0,0.4
Zach Gentry,PIT,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,TE,10.6,94.2,0.5
Stone Smartt,LAC,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,TE,9.0,80.9,0.7
Derius Davis,LAC,0.0,0.0,0.0,0.0,0.0,0.2,5.2,0.0,0.0,WR,11.4,92.3,0.4
Jonathan Williams,WAS,0.0,0.0,0.0,0.0,0.0,27.7,77.3,0.4,0.1,RB,3.4,21.5,0.1
Keaton Mitchell,BAL,0.0,0.0,0.0,0.0,0.0,29.5,93.5,0.0,0.2,RB,0.0,34.7,0.0
Marcedes Lewis,CHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,TE,8.0,58.8,1.1
Phillip Dorsett II,LV,0.0,0.0,0.0,0.0,0.0,0.1,1.0,0.0,0.0,WR,8.9,89.7,0.5
Andrew Beck,HOU,0.0,0.0,0.0,0.0,0.0,0.0,12.9,0.1,0.0,TE,8.6,76.2,0.5
Tyler Kroft,MIA,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,TE,7.2,83.4,0.6
Scott Miller,ATL,0.0,0.0,0.0,0.0,0.0,0.4,5.0,0.1,0.0,WR,6.8,94.2,0.3
Cole Turner,WAS,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.1,TE,3.8,98.6,0.3
Stephen Sullivan,CAR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TE,8.8,87.3,0.5
Tanner Hudson,CIN,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,TE,8.0,90.7,0.4
Reggie Gilliam,BUF,0.0,0.0,0.0,0.0,0.0,4.4,10.9,0.1,0.0,RB,8.5,65.2,0.6
Denzel Mims,DET,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,WR,5.3,98.1,0.3
Mike Boone,HOU,0.0,0.0,0.0,0.0,0.0,21.0,70.2,0.2,0.0,RB,2.8,26.5,0.1
Royce Freeman,LAR,0.0,0.0,0.0,0.0,0.0,12.8,67.8,0.3,0.1,RB,4.2,26.6,0.1
Ty'Son Williams,ARI,0.0,0.0,0.0,0.0,0.0,17.2,64.0,0.4,0.0,RB,3.7,22.8,0.1
Will Mallory,IND,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,TE,6.5,79.6,0.5
Ross Dwelley,SF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TE,3.6,76.2,0.6
Alec Ingold,MIA,0.0,0.0,0.0,0.0,0.0,5.0,13.2,0.1,0.0,RB,10.3,70.3,0.4
Shi Smith,CAR,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,WR,7.1,89.3,0.4
Drew Sample,CIN,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.1,TE,8.6,78.9,0.5
Darrynton Evans,BUF,0.0,0.0,0.0,0.0,0.0,13.5,46.0,0.1,0.1,RB,9.0,43.3,0.3
Zander Horvath,LAC,0.0,0.0,0.0,0.0,0.0,6.1,14.3,0.0,0.0,RB,5.5,25.1,1.1
Trevon Wesco,TEN,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,TE,7.9,71.6,0.6
Andrei Iosivas,CIN,0.0,0.0,0.0,0.0,0.0,0.4,2.7,0.0,0.1,WR,0.0,105.5,0.0
Gunner Olszewski,PIT,0.0,0.0,0.0,0.0,0.0,4.5,33.9,0.1,0.1,WR,3.7,51.2,0.2
Quintin Morris,BUF,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.1,TE,5.7,78.4,0.4
Justin Shorter,BUF,0.0,0.0,0.0,0.0,0.0,0.2,1.1,0.0,0.1,WR,7.3,83.0,0.3
Trey Sermon,PHI,0.0,0.0,0.0,0.0,0.0,18.9,64.1,0.1,0.2,RB,3.8,31.5,0.1
Kaylon Geiger Sr.,TB,0.0,0.0,0.0,0.0,0.0,0.0,5.7,0.1,0.0,WR,5.2,66.5,0.4
Jesper Horsted,LV,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,TE,5.8,71.1,0.5
Luke Farrell,JAC,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,TE,6.5,73.1,0.4
Johnny Mundt,MIN,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,TE,6.9,74.5,0.4
Julius Chestnut,TEN,0.0,0.0,0.0,0.0,0.0,12.7,44.9,0.1,0.1,RB,5.7,37.3,0.2
Joseph Ngata,PHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,5.9,68.3,0.5
Armani Rogers,WAS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,TE,7.3,74.2,0.4
Tyree Jackson,PHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,TE,0.0,79.8,0.3
Chris Manhertz,DEN,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,TE,5.6,69.0,0.4
Jakeem Grant Sr.,CLE,0.0,0.0,0.0,0.0,0.0,0.0,22.7,0.1,0.0,WR,4.8,51.5,0.2
Ray-Ray McCloud III,SF,0.0,0.0,0.0,0.0,0.0,3.2,26.0,0.2,0.1,WR,3.8,46.3,0.2
Trestan Ebner,CHI,0.0,0.0,0.0,0.0,0.0,17.6,59.6,0.1,0.1,RB,3.0,26.7,0.1
Tre Tucker,LV,0.0,0.0,0.0,0.0,0.0,0.2,2.2,0.0,0.0,WR,5.7,73.4,0.3
Ashton Dulin,IND,0.0,0.0,0.0,0.0,0.0,0.4,5.5,0.0,0.1,WR,4.5,72.9,0.3
Jalen Reagor,MIN,0.0,0.0,0.0,0.0,0.0,2.4,13.4,0.1,0.1,WR,5.4,56.8,0.3
KaVontae Turpin,DAL,0.0,0.0,0.0,0.0,0.0,1.7,10.2,0.1,0.0,WR,5.5,56.4,0.3
C.J. Ham,MIN,0.0,0.0,0.0,0.0,0.0,6.4,18.0,0.1,0.0,RB,8.0,46.8,0.3
Devin Asiasi,CIN,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,TE,5.6,64.4,0.4
Mitchell Wilcox,CIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TE,6.3,74.7,0.2
Spencer Brown,CAR,0.0,0.0,0.0,0.0,0.0,8.3,36.1,0.3,0.1,RB,4.0,28.7,0.1
Giovanni Ricci,CAR,0.0,0.0,0.0,0.0,0.0,4.7,10.2,0.1,0.1,TE,3.3,52.5,0.3
Shane Zylstra,DET,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,TE,3.9,66.1,0.3
La'Mical Perine,KC,0.0,0.0,0.0,0.0,0.0,4.2,17.6,0.2,0.0,RB,5.0,35.6,0.3
Dante Pettis,CHI,0.0,0.0,0.0,0.0,0.0,0.1,4.5,0.0,0.0,WR,6.4,65.8,0.2
Ronnie Bell,SF,0.0,0.0,0.0,0.0,0.0,0.0,4.7,0.0,0.0,WR,4.4,57.1,0.3
Grant Calcaterra,PHI,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.1,TE,3.4,65.9,0.3
Lance McCutcheon,LAR,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,WR,3.9,64.0,0.3
Kevin Rader,TEN,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,TE,5.5,54.8,0.4
Jermar Jefferson,DET,0.0,0.0,0.0,0.0,0.0,4.6,19.4,0.2,0.0,RB,4.4,34.4,0.3
Darrius Shepherd,LAC,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,WR,4.2,57.2,0.3
Jake Funk,IND,0.0,0.0,0.0,0.0,0.0,8.4,35.3,0.2,0.0,RB,3.5,24.8,0.2
Jaleel McLaughlin,DEN,0.0,0.0,0.0,0.0,0.0,12.1,43.2,0.2,0.1,RB,3.8,20.6,0.1
Byron Pringle,WAS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,7.0,65.6,0.2
Cody Thompson,SEA,0.0,0.0,0.0,0.0,0.0,0.0,1.9,0.0,0.0,WR,3.9,60.5,0.3
Dareke Young,SEA,0.0,0.0,0.0,0.0,0.0,0.1,0.5,0.0,0.0,WR,8.1,57.5,0.3
Kevin Austin Jr.,JAC,0.0,0.0,0.0,0.0,0.0,0.0,1.9,0.0,0.0,WR,4.3,53.9,0.3
Anthony Firkser,NE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TE,5.8,54.3,0.4
Godwin Igwebuike,ATL,0.0,0.0,0.0,0.0,0.0,0.0,7.8,0.1,0.0,RB,6.6,47.3,0.2
Ronnie Rivers,LAR,0.0,0.0,0.0,0.0,0.0,12.8,41.9,0.0,0.1,RB,4.1,26.7,0.1
Patrick Ricard,BAL,0.0,0.0,0.0,0.0,0.0,5.8,16.6,0.1,0.4,RB,7.1,43.0,0.3
Jonathan Ward,TEN,0.0,0.0,0.0,0.0,0.0,10.1,42.8,0.2,0.0,RB,1.9,14.0,0.1
Eric Tomlinson,HOU,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,TE,5.5,49.9,0.4
Qadree Ollison,JAC,0.0,0.0,0.0,0.0,0.0,4.5,18.8,0.2,0.0,RB,4.5,32.1,0.2
Erik Ezukanma,MIA,0.0,0.0,0.0,0.0,0.0,0.1,0.7,0.0,0.0,WR,5.3,55.5,0.3
Kirk Merritt,NO,0.0,0.0,0.0,0.0,0.0,9.1,19.5,0.1,0.0,WR,3.8,32.0,0.2
Patrick Laird,TB,0.0,0.0,0.0,0.0,0.0,4.3,18.0,0.2,0.0,RB,4.4,31.7,0.2
Danny Gray,SF,0.0,0.0,0.0,0.0,0.0,0.2,1.6,0.0,0.1,WR,3.1,57.5,0.2
Nick Vannett,HOU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TE,4.7,44.3,0.4
Jaret Patterson,WAS,0.0,0.0,0.0,0.0,0.0,10.1,33.6,0.2,0.0,RB,2.4,16.2,0.1
Maurice Alexander,DET,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,3.6,48.2,0.3
Nate McCrary,GB,0.0,0.0,0.0,0.0,0.0,5.4,22.6,0.1,0.0,RB,3.8,28.5,0.2
Montrell Washington,DEN,0.0,0.0,0.0,0.0,0.0,0.0,8.8,0.0,0.0,WR,2.7,45.7,0.2
Matthew Slater,NE,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.0,0.0,WR,2.1,53.8,0.2
Joe Reed,CHI,0.0,0.0,0.0,0.0,0.0,0.0,7.7,0.0,0.0,WR,2.1,45.7,0.2
Andy Isabella,BUF,0.0,0.0,0.0,0.0,0.0,0.0,6.8,0.1,0.0,WR,2.5,42.3,0.2
Trinity Benson,DET,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,3.5,46.8,0.3
