PlayerID,Player,Position,Tm,PassingYds,PassingAirYards,PassingYAC,PassingTD,Sacks,SackYards,Int,PassingAtt,Cmp,PassingFirstDown,PassingEPA,Passing2PC,RushingAtt,RushingYds,RushingTD,RushingFirstDown,RushingEPA,Rushing2PC,Receptions,Targets,ReceivingYards,ReceivingTDs,ReceivingAirYards,ReceivingYAC,ReceivingFirstDown,ReceivingEPA,Receiving2PC,TargetShare,AirYardsShare,WOPR,SpecialTeamsTD,FumblesLost,StandardFantasyPoints,PPRFantasyPoints,HalfPPRFantasyPoints
00-0035594,Travis Homer,RB,SEA,0,0,0,0,0,0,0,0,0,0,0.0,0,1,2,0,0,-0.2782831,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0.2,0.2,0.2
00-0035631,Drew Sample,TE,CIN,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,1,1,2,0,2,0,0,-1.5308197,0,0.018867925,0.005602241,0.032223456,0,0,0.2,1.2,0.7
00-0035639,Parris Campbell,WR,IND,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,3,4,37,0,20,27,3,2.3760653,0,0.08163265,0.06269593,0.16633613,0,0,3.7,6.7,5.2
00-0035640,DK Metcalf,WR,SEA,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,7,7,36,0,31,5,1,-4.688098,0,0.25925925,0.22962964,0.5496296,0,1,1.6,8.6,5.1
00-0035644,Noah Fant,TE,SEA,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,3,4,16,0,15,14,1,-0.7506531,0,0.14814815,0.11111111,0.3,0,0,1.6,4.6,3.1
00-0035657,Damien Harris,RB,NE,0,0,0,0,0,0,0,0,0,0,0.0,0,9,48,0,2,-0.08958608,0,2,3,10,0,4,5,1,-0.33221367,0,0.1,0.014336918,0.16003585,0,0,5.8,7.8,6.8
00-0035659,Terry McLaurin,WR,WAS,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,2,4,58,1,75,20,2,5.0686774,0,0.09756097,0.25862068,0.32737595,0,0,11.8,13.8,12.8
00-0035662,Marquise Brown,WR,ARI,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,4,6,43,1,101,3,2,4.5079017,0,0.16666667,0.37969926,0.51578945,0,0,10.3,14.3,12.3
00-0035664,Darrell Henderson,RB,LA,0,0,0,0,0,0,0,0,0,0,0.0,0,13,47,0,2,-0.3724171,0,5,5,26,0,2,24,1,-1.2978867,0,0.12195122,0.008368201,0.18878457,0,0,7.3,12.3,9.8
00-0035676,A.J. Brown,WR,PHI,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,10,13,155,0,94,63,7,8.586917,0,0.44827586,0.72868216,1.1824913,0,0,15.5,25.5,20.5
00-0035685,David Montgomery,RB,CHI,0,0,0,0,0,0,0,0,0,0,0.0,0,17,26,0,0,-10.677238,0,3,4,24,0,-6,30,1,1.1706946,0,0.23529412,-0.037037037,0.32701525,0,0,5.0,8.0,6.5
00-0035689,Dawson Knox,TE,BUF,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,1,2,5,0,3,8,0,0.80285704,0,0.06451613,0.013215859,0.10602529,0,0,0.5,1.5,1.0
00-0035700,Josh Jacobs,RB,LV,0,0,0,0,0,0,0,0,0,0,0.0,0,10,57,0,1,1.4141414,0,1,1,16,0,-4,20,1,0.8845349,0,0.028571429,-0.012048192,0.034423407,0,0,7.3,8.3,7.8
00-0035703,Miles Boykin,WR,PIT,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,1,0,0,35,0,0,-1.2625562,0,0.027027028,0.11627907,0.12193589,0,0,0.0,0.0,0.0
00-0035710,Daniel Jones,QB,NYG,188,120,92,2,5,32,1,21,17,7,-7.884768,1,6,25,0,2,-0.32528687,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,1,16.02,16.02,16.02
00-0035719,Deebo Samuel,WR,SF,0,0,0,0,0,0,0,0,0,0,0.0,0,8,52,1,3,-4.0636153,0,2,7,14,0,14,16,0,-1.5530021,0,0.26923078,0.067307696,0.45096153,0,1,10.6,12.6,11.6
00-0035726,Jakob Johnson,FB,LV,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,1,1,1,0,0,1,0,-0.7876783,0,0.028571429,0.0,0.042857144,0,0,0.1,1.1,0.6
00-0035823,Ben Ellefson,TE,MIN,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,1,1,2,0,1,1,0,-0.79209816,0,0.032258064,0.00617284,0.052708086,0,0,0.2,1.2,0.7
00-0035831,James Robinson,RB,JAX,0,0,0,0,0,0,0,0,0,0,0.0,0,11,66,1,3,1.193315,0,1,2,3,1,1,0,1,0.81685275,0,0.05263158,0.002754821,0.08087574,0,0,18.9,19.9,19.4
00-0036005,Noah Togiai,TE,PHI,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,1,0,0,4,0,0,-0.64056355,0,0.03448276,0.031007752,0.07342956,0,0,0.0,0.0,0.0
00-0036040,Juwan Johnson,TE,NO,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,2,5,43,0,56,10,1,0.14416686,0,0.15625,0.18791947,0.36591864,0,0,4.3,6.3,5.3
00-0036145,Lawrence Cager,TE,NYJ,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,1,0,0,14,0,0,-6.817973,0,0.01754386,0.05,0.06131579,0,0,0.0,0.0,0.0
00-0036182,Nick Westbrook-Ikhine,WR,TEN,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,1,2,13,0,19,1,1,-0.61391765,0,0.06451613,0.06551724,0.14263627,0,0,1.3,2.3,1.8
00-0036196,Gabe Davis,WR,BUF,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,4,5,88,1,87,18,3,7.4345603,0,0.16129032,0.38325992,0.5102174,0,0,14.8,18.8,16.8
00-0036212,Tua Tagovailoa,QB,MIA,270,275,118,1,3,28,0,33,23,13,5.8563313,0,2,0,0,0,-4.3402724,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,14.8,14.8,14.8
00-0036223,Jonathan Taylor,RB,IND,0,0,0,0,0,0,0,0,0,0,0.0,0,31,161,1,9,4.877936,0,4,7,14,0,-11,17,0,-9.968759,0,0.14285715,-0.03448276,0.19014779,0,0,23.5,27.5,25.5
00-0036232,Harrison Bryant,TE,CLE,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,2,4,18,0,54,3,1,0.86612976,0,0.13333334,0.23788546,0.36651984,0,0,1.8,3.8,2.8
00-0036233,Donovan Peoples-Jones,WR,CLE,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,6,11,60,0,87,1,3,-1.829503,0,0.36666667,0.38325992,0.81828195,0,0,6.0,12.0,9.0
00-0036244,Colby Parkinson,TE,SEA,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,2,2,43,1,29,14,2,4.591134,0,0.074074075,0.21481481,0.2614815,0,0,10.3,12.3,11.3
00-0036250,Tyler Davis,TE,GB,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,1,1,3,0,1,2,0,-0.43710408,0,0.028571429,0.004761905,0.046190478,0,0,0.3,1.3,0.8
00-0036251,Zack Moss,RB,BUF,0,0,0,0,0,0,0,0,0,0,0.0,0,6,15,0,1,-5.7283897,0,6,6,21,0,-1,22,0,-0.9753153,0,0.19354838,-0.004405286,0.28723887,0,1,1.6,7.6,4.6
00-0036252,Michael Pittman,WR,IND,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,9,13,121,1,113,44,7,8.111395,0,0.26530612,0.35423198,0.6459216,0,0,18.1,27.1,22.6
00-0036259,Jauan Jennings,WR,SF,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,4,6,62,0,60,18,2,-0.2731485,0,0.23076923,0.28846154,0.5480769,0,0,6.2,10.2,8.2
00-0036261,Brandon Aiyuk,WR,SF,0,0,0,0,0,0,0,0,0,0,0.0,0,1,7,0,0,0.43524545,0,2,3,40,0,45,14,1,0.17606287,0,0.115384616,0.21634616,0.32451922,0,0,4.7,6.7,5.7
00-0036264,Jordan Love,QB,GB,65,29,36,0,0,0,0,5,4,4,-0.30960214,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,2.6,2.6,2.6
00-0036265,A.J. Dillon,RB,GB,0,0,0,0,0,0,0,0,0,0,0.0,0,10,45,1,4,-2.9323728,0,5,6,46,0,-4,45,2,2.0318334,0,0.17142858,-0.01904762,0.24380952,0,0,15.1,20.1,17.6
00-0036275,D'Andre Swift,RB,DET,0,0,0,0,0,0,0,0,0,0,0.0,0,15,144,1,5,10.013861,0,3,3,31,0,-10,41,2,2.3986554,0,0.08108108,-0.03267974,0.09874581,0,0,23.5,26.5,25.0
00-0036290,Cole Kmet,TE,CHI,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,1,0,0,-4,0,0,-0.4853091,0,0.05882353,-0.024691358,0.07095134,0,0,0.0,0.0,0.0
00-0036309,Darnell Mooney,WR,CHI,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,1,3,8,0,38,8,0,-3.348855,0,0.1764706,0.2345679,0.4289034,0,0,0.8,1.8,1.3
00-0036322,Justin Jefferson,WR,MIN,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,9,11,184,2,118,81,7,14.492034,0,0.3548387,0.72839504,1.0421346,0,0,30.4,39.4,34.9
00-0036326,Chase Claypool,WR,PIT,0,0,0,0,0,0,0,0,0,0,0.0,0,6,36,0,2,0.8816832,0,4,6,18,0,39,4,1,-0.40961075,0,0.16216215,0.1295681,0.33394092,0,0,5.4,9.4,7.4
00-0036328,Antonio Gibson,RB,WAS,0,0,0,0,0,0,0,0,0,0,0.0,0,14,58,0,5,0.40607175,0,7,8,72,0,23,44,3,-1.5255436,0,0.19512194,0.07931034,0.34820017,0,0,13.0,20.0,16.5
00-0036331,Devin Duvernay,WR,BAL,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,4,4,54,2,47,7,2,7.641218,0,0.13793103,0.13352273,0.30036247,0,0,17.4,21.4,19.4
00-0036332,Josiah Deguara,TE,GB,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,2,2,28,0,18,10,2,0.029387012,0,0.057142857,0.08571429,0.14571428,0,0,2.8,4.8,3.8
00-0036345,K.J. Osborn,WR,MIN,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,3,4,14,0,23,1,0,-2.2914011,0,0.12903225,0.14197531,0.2929311,0,0,1.4,4.4,2.9
00-0036355,Justin Herbert,QB,LAC,279,235,120,3,0,0,0,34,26,12,14.943567,0,4,1,0,0,-4.4493995,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,23.26,23.26,23.26
00-0036358,CeeDee Lamb,WR,DAL,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,2,11,29,0,108,9,2,-4.846753,0,0.2682927,0.29752067,0.61070347,0,0,2.9,4.9,3.9
00-0036360,Clyde Edwards-Helaire,RB,KC,0,0,0,0,0,0,0,0,0,0,0.0,0,7,42,0,1,1.0734352,0,3,3,32,2,-10,42,3,6.223035,0,0.07692308,-0.032894738,0.0923583,0,0,19.4,22.4,20.9
00-0036365,Bryan Edwards,WR,ATL,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,1,0,0,9,0,0,-1.149329,0,0.03125,0.031914894,0.069215424,0,0,0.0,0.0,0.0
00-0036370,Joshua Kelley,RB,LAC,0,0,0,0,0,0,0,0,0,0,0.0,0,4,21,0,2,0.115713805,0,2,2,14,0,7,7,1,1.1100025,0,0.05882353,0.029787235,0.10908636,0,0,3.5,5.5,4.5
00-0036383,Eno Benjamin,RB,ARI,0,0,0,0,0,0,0,0,0,0,0.0,0,4,28,0,1,1.1910365,0,3,4,33,0,2,35,1,0.94958806,0,0.11111111,0.007518797,0.17192982,0,0,6.1,9.1,7.6
00-0036389,Jalen Hurts,QB,PHI,243,130,143,0,1,4,0,32,18,12,3.5803244,0,17,90,1,6,9.877655,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,24.72,24.72,24.72
00-0036407,Jerry Jeudy,WR,DEN,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,4,7,102,1,73,71,3,7.2411337,0,0.17073171,0.26258993,0.4399105,0,0,16.2,20.2,18.2
00-0036410,Tee Higgins,WR,CIN,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,2,2,27,0,18,9,2,1.9724014,0,0.03773585,0.05042017,0.09189789,0,0,2.7,4.7,3.7
00-0036412,K.J. Hamler,WR,DEN,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,1,0,0,32,0,0,-0.6453209,0,0.024390243,0.11510792,0.11716091,0,0,0.0,0.0,0.0
00-0036414,Cam Akers,RB,LA,0,0,0,0,0,0,0,0,0,0,0.0,0,3,0,0,0,-1.5820161,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0
00-0036423,Albert Okwuegbunam,TE,DEN,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,5,6,33,0,7,22,2,1.5369986,0,0.14634146,0.025179856,0.23713809,0,0,3.3,8.3,5.8
00-0036442,Joe Burrow,QB,CIN,338,357,192,2,7,39,4,53,33,22,-17.178692,1,6,47,0,3,1.6290472,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,1,18.22,18.22,18.22
00-0036482,Mike Strachan,WR,IND,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,2,2,36,0,26,10,2,2.884208,0,0.040816326,0.0815047,0.11827778,0,0,3.6,5.6,4.6
00-0036550,Rashod Bateman,WR,BAL,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,2,5,59,1,108,12,1,1.0442455,0,0.1724138,0.3068182,0.4733934,0,0,11.9,13.9,12.9
00-0036554,Nico Collins,WR,HOU,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,2,3,26,0,34,7,1,-2.114394,0,0.083333336,0.12927757,0.21549429,0,0,2.6,4.6,3.6
00-0036555,Chuba Hubbard,RB,CAR,0,0,0,0,0,0,0,0,0,0,0.0,0,1,3,0,0,-0.61442715,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0.3,0.3,0.3
00-0036556,Brevin Jordan,TE,HOU,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,1,2,5,0,7,1,1,0.75380594,0,0.055555556,0.02661597,0.10196451,0,0,0.5,1.5,1.0
00-0036567,Elijah Mitchell,RB,SF,0,0,0,0,0,0,0,0,0,0,0.0,0,6,41,0,2,1.1279994,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,4.1,4.1,4.1
00-0036572,Shi Smith,WR,CAR,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,1,3,12,0,24,12,1,-2.4990902,0,0.115384616,0.14371258,0.27367574,0,0,1.2,2.2,1.7
00-0036613,Jaylen Waddle,WR,MIA,0,0,0,0,0,0,0,0,0,0,0.0,0,1,8,0,0,0.5889946,0,4,5,69,1,52,30,3,8.478422,0,0.16129032,0.2,0.38193548,0,0,13.7,17.7,15.7
00-0036620,D'Wayne Eskridge,WR,SEA,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,1,2,0,0,5,5,0,0.2642284,0,0.074074075,0.037037037,0.13703704,0,0,0.0,1.0,0.5
00-0036628,John Bates,TE,WAS,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,1,0,0,3,0,0,-1.8545877,0,0.024390243,0.010344828,0.043826744,0,0,0.0,0.0,0.0
00-0036630,Tylan Wallace,WR,BAL,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,1,0,0,36,0,0,-0.7549969,0,0.03448276,0.10227273,0.123315044,0,0,0.0,0.0,0.0
00-0036637,Noah Gray,TE,KC,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,1,2,10,0,14,2,1,0.6931835,0,0.051282052,0.04605263,0.10915992,0,0,1.0,2.0,1.5
00-0036646,Simi Fehoko,WR,DAL,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,2,3,12,0,43,6,0,-1.955294,0,0.07317073,0.1184573,0.1926762,0,0,1.2,3.2,2.2
00-0036654,Demetric Felton,RB,CLE,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,1,0,0,12,0,0,-0.64252335,0,0.033333335,0.052863438,0.08700441,0,0,0.0,0.0,0.0
00-0036671,Dax Milne,WR,WAS,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,1,0,0,14,0,0,-0.62110895,0,0.024390243,0.048275862,0.07037847,0,0,0.0,0.0,0.0
00-0036849,Tutu Atwell,WR,LA,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,1,0,0,5,0,0,-0.77184755,0,0.024390243,0.020920502,0.05122972,0,0,0.0,0.0,0.0
00-0036862,Ben Skowronek,WR,LA,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,4,6,25,0,66,9,2,-0.01195124,0,0.14634146,0.2761506,0.41281763,0,0,2.5,6.5,4.5
00-0036875,Rhamondre Stevenson,RB,NE,0,0,0,0,0,0,0,0,0,0,0.0,0,8,25,0,2,-1.0747942,0,2,2,2,0,-6,8,0,-1.2560037,0,0.06666667,-0.021505376,0.08494624,0,0,2.7,4.7,3.7
00-0036876,Kylen Granson,TE,IND,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,3,7,22,0,37,12,1,-1.4438494,0,0.14285715,0.11598746,0.29547694,0,0,2.2,5.2,3.7
00-0036877,Jaelon Darden,WR,TB,0,0,0,0,0,0,0,0,0,0,0.0,0,1,2,0,0,-0.4046601,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0.2,0.2,0.2
00-0036893,Najee Harris,RB,PIT,0,0,0,0,0,0,0,0,0,0,0.0,0,10,23,0,1,-3.2439551,0,2,2,3,1,-4,7,1,0.49869323,0,0.054054055,-0.013289036,0.07177875,0,0,8.6,10.6,9.6
00-0036894,Pat Freiermuth,TE,PIT,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,5,10,75,0,74,28,3,-0.83053267,0,0.27027026,0.24584718,0.57749844,0,0,7.5,12.5,10.0
00-0036898,Davis Mills,QB,HOU,240,266,81,2,3,18,0,37,23,12,-6.464838,0,2,-1,0,0,-0.30294266,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,1,15.5,15.5,15.5
00-0036900,Ja'Marr Chase,WR,CIN,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,10,16,129,1,108,64,10,8.574801,0,0.3018868,0.30252102,0.6645949,0,0,18.9,28.9,23.9
00-0036906,Khalil Herbert,RB,CHI,0,0,0,0,0,0,0,0,0,0,0.0,0,9,45,1,3,4.3601036,0,1,1,-2,0,-1,-1,0,-1.0271603,0,0.05882353,-0.00617284,0.08391431,0,0,10.3,11.3,10.8
00-0036912,DeVonta Smith,WR,PHI,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,4,0,0,23,0,0,-4.833456,0,0.13793103,0.17829457,0.33170274,0,0,0.0,0.0,0.0
00-0036913,Kadarius Toney,WR,NYG,0,0,0,0,0,0,0,0,0,0,0.0,0,2,23,0,1,1.0582143,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,2.3,2.3,2.3
00-0036919,Kenneth Gainwell,RB,PHI,0,0,0,0,0,0,0,0,0,0,0.0,0,5,20,1,2,1.2425647,0,2,4,12,0,-1,12,1,-1.3094506,0,0.13793103,-0.007751938,0.2014702,0,0,9.2,11.2,10.2
00-0036924,Michael Carter,RB,NYJ,0,0,0,0,0,0,0,0,0,0,0.0,0,10,60,0,2,-1.3616786,0,7,9,40,0,-1,45,3,-2.7340956,0,0.15789473,-0.003571429,0.2343421,0,0,10.0,17.0,13.5
00-0036945,Justin Fields,QB,CHI,121,162,67,2,2,16,1,17,8,4,-1.6956855,0,11,28,0,3,2.5898607,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,13.64,13.64,13.64
00-0036950,Avery Williams,RB,ATL,0,0,0,0,0,0,0,0,0,0,0.0,0,2,7,0,0,-0.22845924,0,1,1,8,0,-7,15,0,0.584411,0,0.03125,-0.024822695,0.029499114,0,0,1.5,2.5,2.0
00-0036963,Amon-Ra St. Brown,WR,DET,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,8,12,64,1,65,31,3,-0.053340275,0,0.3243243,0.2124183,0.6351793,0,0,12.4,20.4,16.4
00-0036970,Kyle Pitts,TE,ATL,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,2,7,19,0,93,6,1,-1.5824887,0,0.21875,0.32978722,0.55897605,0,0,1.9,3.9,2.9
00-0036971,Trevor Lawrence,QB,JAX,275,362,88,1,2,15,1,42,24,13,0.1223457,0,2,4,0,0,-0.31638914,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,13.4,13.4,13.4
00-0036972,Mac Jones,QB,NE,213,279,87,1,2,20,1,30,21,10,-4.4935207,0,2,0,0,0,-0.93216354,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,1,8.52,8.52,8.52
00-0036973,Travis Etienne,RB,JAX,0,0,0,0,0,0,0,0,0,0,0.0,0,4,47,0,2,1.9169708,0,2,4,18,0,30,2,1,-2.9821846,0,0.10526316,0.08264463,0.21574597,0,0,6.5,8.5,7.5
00-0036980,Elijah Moore,WR,NYJ,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,5,7,49,0,57,16,3,3.5624168,0,0.12280702,0.20357142,0.32671052,0,0,4.9,9.9,7.4
00-0036988,Josh Palmer,WR,LAC,0,0,0,0,0,0,0,0,0,0,0.0,0,1,4,0,1,0.7268567,0,3,4,5,0,10,8,0,-1.9170378,0,0.11764706,0.04255319,0.20625782,0,0,0.9,3.9,2.4
00-0036997,Javonte Williams,RB,DEN,0,0,0,0,0,0,0,0,0,0,0.0,0,7,43,0,3,-5.1723824,0,11,12,65,0,-6,85,3,1.1880536,0,0.29268292,-0.021582734,0.4239165,0,1,8.8,19.8,14.3
00-0036999,Anthony Schwartz,WR,CLE,0,0,0,0,0,0,0,0,0,0,0.0,0,2,20,0,1,1.1043608,0,1,2,19,0,20,5,1,1.276127,0,0.06666667,0.08810572,0.16167401,0,0,3.9,4.9,4.4
00-0037005,Tommy Tremble,TE,CAR,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,1,1,1,0,-1,2,0,-0.08362061,0,0.03846154,-0.005988024,0.05350069,0,0,0.1,1.1,0.6
00-0037011,Tre' McKitty,TE,LAC,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,3,4,24,0,14,13,0,-0.08826674,0,0.11764706,0.05957447,0.21817271,0,0,2.4,5.4,3.9
00-0037012,Trey Lance,QB,SF,164,201,57,0,2,9,1,28,13,5,-9.122342,0,13,54,0,6,3.8303444,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,9.96,9.96,9.96
00-0037168,Armani Rogers,TE,WAS,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,1,1,23,0,-4,27,1,1.337853,0,0.024390243,-0.013793103,0.026930194,0,0,2.3,3.3,2.8
00-0037197,Isiah Pacheco,RB,KC,0,0,0,0,0,0,0,0,0,0,0.0,0,12,62,1,4,0.16204663,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,12.2,12.2,12.2
00-0037228,Jaylen Warren,RB,PIT,0,0,0,0,0,0,0,0,0,0,0.0,0,3,7,0,0,-1.1724452,0,0,1,0,0,-5,0,0,-0.48796356,0,0.027027028,-0.016611295,0.028912634,0,0,0.7,0.7,0.7
00-0037238,Drake London,WR,ATL,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,5,7,74,0,88,18,3,4.130487,0,0.21875,0.31205675,0.5465647,0,0,7.4,12.4,9.9
00-0037239,Chris Olave,WR,NO,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,3,3,41,0,38,3,2,3.6310647,1,0.09375,0.12751678,0.22988674,0,0,6.1,9.1,7.6
00-0037247,George Pickens,WR,PIT,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,1,3,3,0,47,0,0,-1.9769162,0,0.08108108,0.15614618,0.23092395,0,0,0.3,1.3,0.8
00-0037248,James Cook,RB,BUF,0,0,0,0,0,0,0,0,0,0,0.0,0,1,2,0,0,-4.825235,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,1,-1.8,-1.8,-1.8
00-0037256,Rachaad White,RB,TB,0,0,0,0,0,0,0,0,0,0,0.0,0,6,14,0,1,-0.96095455,0,2,2,7,0,0,7,0,-0.56556356,0,0.074074075,0.0,0.11111111,0,0,2.1,4.1,3.1
00-0037258,Dameon Pierce,RB,HOU,0,0,0,0,0,0,0,0,0,0,0.0,0,11,33,0,2,-1.9374671,0,1,1,6,0,3,3,0,-0.011417774,0,0.027777778,0.011406845,0.04965146,0,0,3.9,4.9,4.4
00-0037273,Kyle Philips,WR,TEN,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,6,9,66,0,75,10,3,1.0390755,0,0.29032257,0.25862068,0.6165184,0,0,6.6,12.6,9.6
00-0037331,Zander Horvath,RB,LAC,0,0,0,0,0,0,0,0,0,0,0.0,0,1,2,0,1,0.508119,0,2,2,6,1,5,1,1,1.1854473,0,0.05882353,0.021276595,0.10312891,0,0,6.8,8.8,7.8
00-0037456,Troy Hairston,FB,HOU,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,1,1,5,0,4,1,0,0.14676635,0,0.027777778,0.015209125,0.052313056,0,0,0.5,1.5,1.0
00-0037570,Dennis Houston,WR,DAL,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,2,5,16,0,72,6,0,-3.7270968,0,0.12195122,0.1983471,0.3217698,0,0,1.6,3.6,2.6
00-0037664,Alec Pierce,WR,IND,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,2,0,0,15,0,0,-2.2275665,0,0.040816326,0.047021944,0.09413985,0,0,0.0,0.0,0.0
00-0037740,Garrett Wilson,WR,NYJ,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,4,8,52,0,60,19,2,2.811356,0,0.14035088,0.21428572,0.36052632,0,0,5.2,9.2,7.2
